Date,62 Index,65 Index
2025-08-12,104,121.75
2025-08-11,102.9,121.06
2025-08-08,101.5,119.72
2025-08-07,101.5,119.8
2025-08-06,101.2,119.62
2025-08-05,101.65,118.88
2025-08-04,100.6,117.66
2025-08-01,99.3,116.72
2025-07-31,99.05,115.53
2025-07-30,100.95,117.26
2025-07-29,101.9,118.33
2025-07-28,100.1,115.81
2025-07-25,102.6,118.19
2025-07-24,104.5,119.85
2025-07-23,104,119.36
2025-07-22,104.85,120.4
2025-07-21,102.95,118.14
2025-07-18,100.2,115.3
2025-07-17,100.25,115.37
2025-07-16,99.1,114.37
2025-07-15,98.15,113.88
2025-07-14,98.6,114.3
2025-07-11,98.3,113.04
2025-07-10,98.55,113
2025-07-09,95.3,109.8
2025-07-08,95.2,108.29
2025-07-07,94.9,108.2
2025-07-04,95.7,108.4
2025-07-03,96.3,107.65
2025-07-02,95.1,106.03
2025-07-01,93.15,104.01
2025-06-30,94.15,105.02
2025-06-27,94.4,105.24
2025-06-26,93.3,103.84
2025-06-25,92.75,103.47
2025-06-24,92.95,103.65
2025-06-23,94.15,104.34
2025-06-20,93.8,104
2025-06-19,93.05,102.79
2025-06-18,92.75,102.26
2025-06-17,93.1,102.82
2025-06-16,94.25,104
2025-06-13,94.6,104.39
2025-06-12,94.95,104.54
2025-06-11,95.75,105.25
2025-06-10,94.95,104.34
2025-06-09,95.2,104.5
2025-06-06,96.1,105.26
2025-06-05,95.65,104.56
2025-06-04,96.35,105.2
2025-06-03,95.35,104.69
2025-06-02,96.3,105.85
2025-05-30,96.8,106.73
2025-05-29,97.2,107.23
2025-05-28,96.9,106.73
2025-05-27,96.45,107.11
2025-05-26,97.65,108.26
2025-05-23,98.95,109.52
2025-05-22,99.7,110.61
2025-05-21,100.15,111.01
2025-05-20,100.1,110.98
2025-05-19,100.35,110.85
2025-05-16,101.1,112.41
2025-05-15,102.2,113.68
2025-05-14,102.8,114.24
2025-05-13,101.25,111.92
2025-05-12,#N/A,#N/A
2025-05-09,98.6,109.72
2025-05-08,98,109.38
2025-05-07,99.95,111.01
2025-05-06,99.15,110.2
2025-05-05,98.15,109.39
2025-05-02,96.9,108.75
2025-05-01,#N/A,#N/A
2025-04-30,98.15,109.2
2025-04-29,99.3,111.4
2025-04-28,99.4,111.71
2025-04-25,99.2,111.52
2025-04-24,100.45,112.61
2025-04-23,101.1,113.48
2025-04-22,99.3,111.99
2025-04-21,100.1,112.97
2025-04-18,#N/A,#N/A
2025-04-17,99.9,111.61
2025-04-16,98.95,111.84
2025-04-15,99.95,112.32
2025-04-14,99.45,111.83
2025-04-11,98.35,110.73
2025-04-10,98.35,110.66
2025-04-09,95.75,108.35
2025-04-08,95.65,108.53
2025-04-07,98.85,111.69
2025-04-04,101.8,115.49
2025-04-03,102.95,115.85
2025-04-02,103.9,117.31
2025-04-01,104.1,117.51
2025-03-31,#N/A,#N/A
2025-03-28,103.85,117.19
2025-03-27,104.55,117.26
2025-03-26,103.3,116.08
2025-03-25,102.55,115.51
2025-03-24,103.15,116.19
2025-03-21,101.05,113.97
2025-03-20,101.75,114.7
2025-03-19,101.65,114.48
2025-03-18,103.5,116.28
2025-03-17,103.3,116.04
2025-03-14,105.05,118.15
2025-03-13,103.5,116.07
2025-03-12,101.85,114.48
2025-03-11,101.95,114.54
2025-03-10,101,113.89
2025-03-07,101.9,114.56
2025-03-06,101.3,114.38
2025-03-05,100.4,113.75
2025-03-04,101.95,114.51
2025-03-03,101.05,113.94
2025-02-28,103.9,116.91
2025-02-27,105.85,118.54
2025-02-26,106.85,119.4
2025-02-25,106.85,119.26
2025-02-24,109.1,121.84
2025-02-21,109.35,122.3
2025-02-20,109.5,122.1
2025-02-19,107.6,120.76
2025-02-18,107.6,120.78
2025-02-17,106.35,119.85
2025-02-14,106.8,120.48
2025-02-13,107.15,120.48
2025-02-12,108.6,121.7
2025-02-11,106.55,119.76
2025-02-10,107.7,121.12
2025-02-07,106.75,120.34
2025-02-06,106.5,119.98
2025-02-05,104.4,118.33
2025-02-04,105.45,119.62
2025-02-03,105,119.07
2025-01-31,106,119.72
2025-01-28,104.75,119.21
2025-01-27,104.75,119.31
2025-01-24,105.25,119.31
2025-01-23,103.95,118.26
2025-01-22,103.75,117.82
2025-01-21,104.9,118.95
2025-01-20,104.15,118
2025-01-17,104.15,117.01
2025-01-16,103.05,117.01
2025-01-15,100.9,115.05
2025-01-14,100.7,114.9
2025-01-13,99.2,113.54
2025-01-10,97.6,111.77
2025-01-09,97.5,111.77
2025-01-08,97.1,111.5
2025-01-07,97.25,111.6
2025-01-06,97.05,111.8
2025-01-03,98.8,112.95
2025-01-02,101.05,115.46
2024-12-31,100,114.96
2024-12-30,100.7,114.75
2024-12-27,99.4,113.29
2024-12-26,100.9,115.46
2024-12-25,#N/A,#N/A
2024-12-24,100.6,115.75
2024-12-23,101.55,116.25
2024-12-20,100.9,115.44
2024-12-19,102.05,116.63
2024-12-18,103.4,117.58
2024-12-17,105.35,119.57
2024-12-16,106,119.98
2024-12-13,104.6,118.93
2024-12-12,107.1,121.08
2024-12-11,105.1,120
2024-12-10,105.8,120.62
2024-12-09,106.1,120.51
2024-12-06,103.4,118.81
2024-12-05,104.35,119.2
2024-12-04,106.45,120.98
2024-12-03,106.35,120.7
2024-12-02,105.8,120.13
2024-11-29,105.45,119.88
2024-11-28,104.4,118.88
2024-11-27,104.4,118.9
2024-11-26,103.35,117.43
2024-11-25,102.95,117.27
2024-11-22,101.2,115.88
2024-11-21,102.4,117.38
2024-11-20,101.6,116.34
2024-11-19,101.85,116.36
2024-11-18,99.9,114.72
2024-11-15,96.8,111.99
2024-11-14,98.7,114.1
2024-11-13,100.95,115.93
2024-11-12,101.15,116.19
2024-11-11,101.15,116.74
2024-11-08,102.8,118.77
2024-11-07,105.85,121.86
2024-11-06,104.5,120.35
2024-11-05,105.5,121.4
2024-11-04,104.1,119.82
2024-11-01,102.2,118.1
2024-10-31,#N/A,#N/A
2024-10-30,103.85,119.68
2024-10-29,103.3,118.59
2024-10-28,103.55,118.55
2024-10-25,101.2,115.6
2024-10-24,99.25,113.71
2024-10-23,98.25,113.22
2024-10-22,100,115.06
2024-10-21,101.3,116.55
2024-10-18,101.15,115.77
2024-10-17,99.75,114.05
2024-10-16,104.4,119.6
2024-10-15,105.25,120.18
2024-10-14,107.5,122.02
2024-10-11,106.15,120.72
2024-10-10,104.25,118.92
2024-10-09,104.75,119.33
2024-10-08,104.65,119.39
2024-10-07,109.1,125.05
2024-10-04,108.1,123.49
2024-10-03,108.1,123.67
2024-10-02,108,123.14
2024-10-01,108,123.11
2024-09-30,108.3,126.3
2024-09-27,101.8,114.73
2024-09-26,98.05,111.79
2024-09-25,96.35,109.5
2024-09-24,94.6,107.19
2024-09-23,89.35,102.38
2024-09-20,91.35,104.2
2024-09-19,92.6,104.32
2024-09-18,90.4,102.48
2024-09-17,91.55,104.24
2024-09-16,90.95,104.66
2024-09-13,92.65,105.15
2024-09-12,94.6,107.3
2024-09-11,92.3,104.53
2024-09-10,90.25,102.48
2024-09-09,91.45,103.99
2024-09-06,91.75,103.86
2024-09-05,90.5,103.34
2024-09-04,92.25,104.77
2024-09-03,93.3,106
2024-09-02,96.15,109.4
2024-08-30,100.25,113.65
2024-08-29,101.25,114.8
2024-08-28,100.45,114.14
2024-08-27,101.1,114.81
2024-08-26,100.1,113.74
2024-08-23,96,109.66
2024-08-22,97,110.85
2024-08-21,97.9,112.31
2024-08-20,95.1,109.2
2024-08-19,94.45,108.38
2024-08-16,91.9,105.99
2024-08-15,92.75,107.32
2024-08-14,95.25,110.11
2024-08-13,98.25,113.06
2024-08-12,98.85,114.05
2024-08-09,#N/A,#N/A
2024-08-08,99.3,113.98
2024-08-07,100.6,115.73
2024-08-06,102.3,117.6
2024-08-05,104.1,119.02
2024-08-02,103.55,118.87
2024-08-01,102.3,117.85
2024-07-31,100.95,116.42
2024-07-30,99,114.7
2024-07-29,101.45,117.08
2024-07-26,101.95,117.63
2024-07-25,99.7,115.39
2024-07-24,100.85,116.81
2024-07-23,100.4,116.16
2024-07-22,103.2,119.5
2024-07-19,104.35,120.14
2024-07-18,105.3,121.28
2024-07-17,104.95,120.93
2024-07-16,107.25,123.02
2024-07-15,108.75,125
2024-07-12,108,124.12
2024-07-11,108.15,124.4
2024-07-10,105.5,121.01
2024-07-09,109.6,125.45
2024-07-08,108.65,124.59
2024-07-05,110.5,126.95
2024-07-04,114,130.55
2024-07-03,113.5,129.26
2024-07-02,110.55,126.19
2024-07-01,110.05,125.43
2024-06-28,106.7,123
2024-06-27,105.75,121.23
2024-06-26,106.75,122.48
2024-06-25,103.75,119.16
2024-06-24,102.65,118.7
2024-06-21,105.1,120.65
2024-06-20,106.7,122.19
2024-06-19,107.35,122.72
2024-06-18,106.15,121.9
2024-06-17,#N/A,#N/A
2024-06-14,107.65,122.6
2024-06-13,106.6,121.18
2024-06-12,105.15,119.48
2024-06-11,103.8,118.94
2024-06-10,108.5,122.22
2024-06-07,109.25,124.19
2024-06-06,109.1,123.28
2024-06-05,106.35,121.37
2024-06-04,106.8,122.65
2024-06-03,109.65,125.5
2024-05-31,115.26,130.52
2024-05-30,115.15,130.9
2024-05-29,118.75,132.38
2024-05-28,117.85,131.86
2024-05-27,119,133.63
2024-05-24,120.55,135
2024-05-23,119.5,133.85
2024-05-22,#N/A,#N/A
2024-05-21,120.7,134.85
2024-05-20,118.5,133.92
2024-05-17,118,133.59
2024-05-16,116.9,132.2
2024-05-15,114.15,129.63
2024-05-14,115.05,130.82
2024-05-13,117.25,133.4
2024-05-10,116.6,132.43
2024-05-09,116.25,132.38
2024-05-08,115.35,131.43
2024-05-07,118.75,135.15
2024-05-06,120.2,134.6
2024-05-03,117.05,131.85
2024-05-02,117.15,132.02
2024-04-30,116.75,131.5
2024-04-29,117.1,130.56
2024-04-26,118.15,131.36
2024-04-25,118.9,131.3
2024-04-24,118.85,131.49
2024-04-23,113.65,126.53
2024-04-22,116.85,129.5
2024-04-19,117.5,129.94
2024-04-18,117.8,130.07
2024-04-17,116.6,129
2024-04-16,110.4,122.43
2024-04-15,113.05,125.29
2024-04-12,112,124.79
2024-04-11,108.65,121.2
2024-04-10,#N/A,#N/A
2024-04-09,107.55,119.72
2024-04-08,104.45,116.44
2024-04-05,98.5,110.72
2024-04-04,98.3,110.82
2024-04-03,99.25,111.16
2024-04-02,102.25,114.84
2024-04-01,102.5,114.25
2024-03-29,#N/A,#N/A
2024-03-28,102.8,114.34
2024-03-27,101.3,113.76
2024-03-26,104.2,117.24
2024-03-25,108.8,121.42
2024-03-22,109.1,122.13
2024-03-21,110.65,123.45
2024-03-20,106.5,119.56
2024-03-19,107.9,120.59
2024-03-18,105.25,117.6
2024-03-15,100.2,112.7
2024-03-14,104.35,116.49
2024-03-13,107.15,119.55
2024-03-12,110.3,122.63
2024-03-11,108.4,121.25
2024-03-08,116.65,129.23
2024-03-07,119,130.98
2024-03-06,117.7,129.75
2024-03-05,117.25,128.75
2024-03-04,117.75,129.64
2024-03-01,115.4,127.73
2024-02-29,117.1,129.6
2024-02-28,116.9,129.28
2024-02-27,118.2,130.56
2024-02-26,116,128.5
2024-02-23,121.1,133.59
2024-02-22,120.6,133.26
2024-02-21,120,133.05
2024-02-20,121.95,134.65
2024-02-19,128.8,141.37
2024-02-16,130,144.98
2024-02-15,129.5,143.29
2024-02-14,129.5,142.17
2024-02-13,129.2,139.77
2024-02-09,129,139.54
2024-02-08,129.8,142.16
2024-02-07,126,139.2
2024-02-06,125.5,138.68
2024-02-05,127.2,140.95
2024-02-02,128,139.25
2024-02-01,132.8,145.7
2024-01-31,131.8,144.28
2024-01-30,134.8,147.22
2024-01-29,137.45,149.9
2024-01-26,136.15,147.96
2024-01-25,136.6,148.7
2024-01-24,136.15,148.08
2024-01-23,132.35,144.38
2024-01-22,129.45,142.1
2024-01-19,130.55,143.13
2024-01-18,131.05,142.5
